1,3.289
2,3.663
3,3.776
4,3.822
5,3.84
6,3.896
7,3.984
8,4.064
9,4.193
10,4.277
11,4.358
12,4.371
13,4.412
14,4.512
15,4.537
16,4.541
17,4.545
18,4.622
19,4.614
20,4.631
21,4.626
22,4.651
23,4.707
24,4.697
25,4.693
26,4.728
27,4.735
28,4.752
29,4.762
30,4.756
31,4.722
32,4.766
33,4.766
34,4.793
35,4.787
36,4.805
37,4.807
38,4.795
39,4.803
40,4.877
41,4.868
42,4.888
43,4.938
44,4.944
45,4.952
46,4.989
47,5.001
48,5.06
49,5.062
50,5.081
51,5.091
52,5.091
53,5.111
54,5.162
55,5.175
56,5.166
57,5.182
58,5.206
59,5.254
60,5.236
61,5.241
62,5.274
63,5.256
64,5.249
65,5.252
66,5.329
67,5.31
68,5.322
69,5.336
70,5.376
71,5.339
72,5.34
73,5.397
74,5.358
75,5.403
76,5.401
77,5.417
78,5.386
79,5.41
80,5.447
81,5.458
82,5.404
83,5.414
84,5.481
85,5.448
86,5.478
87,5.463
88,5.476
89,5.482
90,5.477
91,5.503
92,5.486
93,5.516
94,5.503
95,5.543
96,5.483
97,5.493
98,5.521
99,5.528
100,5.544
