1,1.5
2,1.5
3,1.6
4,1.4
5,1.2
6,1.3
7,1.4
8,1.5
9,1.8
10,1.4
11,1.3
12,1.4
13,1.6
14,1.5
15,1.3
16,1.5
17,1.5
18,1.8
19,1.4
20,1.7
21,1.6
22,1.8
23,1.6
24,1.3
25,1.4
26,1.5
27,1.3
28,1.7
29,1.4
30,1.5
31,1.6
32,1.5
33,1.7
34,1.2
35,1.5
36,1.5
37,1.6
38,1.6
39,1.3
40,1.4
41,1.4
42,1.6
43,1.5
44,1.4
45,1.1
46,1.3
47,1.4
48,1.5
49,1.5
50,1.6
51,1.5
52,1.7
53,1.5
54,1.4
55,1.4
56,1.4
57,1.5
58,1.5
59,1.2
60,1.4
61,1.5
62,1.4
63,1.8
64,1.6
65,1.5
66,1.5
67,1.3
68,1.1
69,1.6
70,1.6
71,1.4
72,1.7
73,1.5
74,1.4
75,1.5
76,1.3
77,1.3
78,1.2
79,1.3
80,1.6
81,1.5
82,1.4
83,1.8
84,1.3
85,1.2
86,1.4
87,1.5
88,1.2
89,1.3
90,1.5
91,1.6
92,1.4
93,1.4
94,1.4
95,1.4
96,1.5
97,1.4
98,1.5
99,1.4
100,1.5
