1,15.56
2,16.61
3,17.2
4,17.4
5,17.92
6,18.39
7,18.6
8,18.83
9,18.99
10,19.07
11,19.07
12,19.45
13,19.62
14,19.39
15,19.46
16,19.47
17,19.58
18,20.04
19,19.71
20,20.15
21,19.95
22,19.79
23,19.81
24,20.24
25,20.28
26,20.56
27,20.52
28,20.64
29,20.26
30,20.91
31,20.58
32,20.51
33,20.45
34,20.48
35,20.89
36,20.78
37,20.73
38,20.84
39,20.97
40,21.33
41,21.0
42,21.16
43,20.94
44,20.93
45,21.18
46,21.43
47,21.17
48,21.13
49,21.32
50,21.34
51,21.31
52,21.26
53,21.53
54,21.42
55,21.6
56,21.36
57,21.82
58,21.51
59,21.58
60,21.47
61,21.93
62,21.81
63,22.03
64,21.29
65,21.96
66,21.75
67,21.89
68,21.7
69,21.57
70,21.79
71,22.13
72,21.64
73,21.81
74,22.08
75,22.02
76,21.86
77,21.92
78,21.92
79,21.79
80,22.01
81,21.86
82,22.01
83,21.83
84,21.82
85,21.95
86,22.13
87,21.9
88,22.12
89,22.1
90,22.15
91,22.25
92,22.29
93,22.46
94,22.05
95,22.01
96,22.35
97,22.21
98,22.22
99,22.23
100,22.26
101,22.34
102,22.44
103,22.17
104,22.35
105,22.53
106,22.49
107,22.35
108,22.46
109,22.49
110,22.54
111,22.22
112,22.24
113,22.26
114,22.47
115,22.66
116,22.71
117,22.55
118,22.22
119,22.66
120,22.27
121,22.73
122,22.58
123,22.41
124,22.86
125,22.62
126,22.8
127,22.79
128,22.79
129,22.76
130,22.58
131,22.51
132,22.94
133,22.64
134,22.82
135,22.76
136,22.42
137,22.71
138,22.71
139,23.08
140,22.86
141,22.65
142,22.77
143,22.91
144,22.62
145,22.96
146,22.91
147,22.93
148,22.69
149,22.83
150,22.83
151,22.8
152,22.79
153,22.77
154,22.87
155,23.12
156,22.97
157,23.12
158,23.17
159,22.9
160,23.12
161,22.97
162,23.04
163,23.14
164,23.12
165,23.03
166,22.97
167,23.01
168,22.91
169,23.1
170,23.13
171,22.99
172,23.01
173,23.15
174,23.2
175,23.12
176,23.19
177,23.22
178,23.29
179,23.2
180,23.09
181,23.34
182,23.27
183,23.58
184,23.1
185,22.77
186,23.32
187,23.15
188,23.08
189,23.08
190,23.32
191,23.25
192,23.25
193,23.19
194,23.48
195,23.4
196,23.33
197,23.32
198,23.33
199,23.6
200,23.25
201,23.39
202,23.42
203,23.23
204,23.49
205,23.55
206,23.25
207,23.31
208,23.24
209,23.19
210,23.37
211,23.51
212,23.48
213,23.34
214,23.65
215,23.65
216,23.32
217,23.58
218,23.48
219,23.31
220,23.14
221,23.48
222,23.4
223,23.59
224,23.6
225,23.56
226,23.42
227,23.36
228,23.55
229,23.77
230,23.66
231,23.57
232,23.41
233,23.68
234,23.37
235,23.26
236,23.8
237,23.76
238,23.58
239,23.65
240,23.31
241,23.64
242,23.87
243,23.68
244,23.62
245,23.71
246,23.78
247,23.52
248,23.67
249,23.83
250,23.72
251,23.47
252,23.44
253,23.61
254,23.44
255,23.9
256,23.95
257,23.78
258,23.67
259,23.74
260,23.53
261,23.94
262,23.63
263,23.83
264,23.74
265,23.73
266,23.67
267,23.78
268,23.91
269,23.72
270,23.92
271,23.5
272,23.59
273,24.03
274,23.72
275,23.75
276,23.85
277,23.73
278,23.69
279,23.7
280,23.75
281,23.86
282,23.97
283,23.72
284,23.63
285,23.85
286,23.9
287,23.95
288,23.88
289,24.05
290,24.08
291,23.77
292,23.86
293,23.73
294,23.71
295,23.99
296,23.98
297,23.76
298,24.15
299,23.94
300,24.0
301,23.95
302,24.02
303,24.1
304,23.75
305,23.96
306,23.95
307,23.98
308,23.87
309,23.97
310,23.84
311,24.08
312,23.62
313,23.86
314,24.11
315,24.12
316,24.09
317,23.88
318,23.96
319,23.92
320,24.05
321,24.04
322,23.97
323,23.79
324,24.06
325,23.9
326,24.11
327,24.13
328,23.81
329,23.87
330,24.01
331,24.07
332,24.16
333,23.98
334,23.92
335,24.15
336,24.02
337,23.92
338,24.07
339,23.97
340,23.88
341,24.0
342,23.93
343,24.03
344,24.28
345,23.97
346,24.29
347,23.86
348,24.17
349,23.86
350,24.31
351,23.89
352,24.21
353,23.97
354,24.26
355,24.01
356,24.15
357,24.4
358,24.23
359,24.15
360,24.19
361,24.01
362,24.11
363,24.14
364,24.15
365,24.31
366,23.94
367,24.23
368,24.21
369,24.25
370,24.19
371,24.44
372,24.11
373,24.05
374,24.22
375,24.06
376,24.24
377,24.18
378,24.12
379,24.15
380,24.27
381,24.4
382,24.34
383,24.08
384,24.41
385,24.3
386,24.04
387,24.3
388,24.36
389,24.45
390,24.42
391,24.29
392,24.42
393,24.06
394,24.3
395,24.34
396,24.46
397,24.31
398,24.45
399,24.19
400,24.43
401,24.12
402,24.25
403,24.13
404,24.43
405,24.56
406,24.46
407,24.36
408,24.17
409,24.35
410,24.56
411,24.47
412,24.6
413,24.44
414,24.21
415,24.37
416,24.21
417,24.52
418,24.52
419,24.76
420,24.2
421,24.39
422,23.96
423,24.74
424,24.44
425,24.28
426,24.09
427,24.35
428,24.53
429,24.48
430,24.29
431,24.49
432,24.21
433,24.7
434,24.56
435,24.38
436,24.46
437,24.52
438,24.64
439,24.48
440,24.46
441,24.45
442,24.34
443,24.71
444,24.62
445,24.48
446,24.29
447,24.53
448,24.7
449,24.54
450,24.7
451,24.64
452,24.63
453,24.77
454,24.33
455,24.76
456,24.65
457,24.15
458,24.61
459,24.16
460,24.59
461,24.25
462,24.83
